GrantIDs	Counter
MC_UU_12026/2	8
202922	3
212946	1
MC_UU_00017/1	5
MC_U137686851	7
K01 AI153558	3
MC_PC_13049	7
MR/P025080/1	1
29186	4
088158	2
104085	2
R01 MH104964	5
U54 MH118919	1
G0901310	15
R01 MH123451	4
R01 MH092380	1
P30 DK048520	5
KL2 TR002490	6
R01 HL132947	2
R01 HL130733	4
R00 HL129045	2
R01 AG04563	1
U01-066134	1
AG10175	5
R01 AG028555	12
R01 NS085419	9
K23 NS099487	2
R01 NS105150	6
UL1 TR003096	2
U01 DK061010	1
U18 DP002710	3
DP3 DK111906	2
U01 DK127404	1
U01 DK061036	1
U18 DP002709	3
U01 DK061042	1
R01 DK032493	1
HIR 10-001	3
P01 AI042288	2
N01AR62278	1
U01 DP000247	3
U01 DK061040	1
R01 DK116954	1
N01AR02247	1
U01 DK085466	1
095219	1
U01 DK061058	1
U01 DK085505	1
U01 DK085453	1
UL1 TR000154	5
U18 DP002714	3
U01 DP000248	3
U01 DK085499	1
U01 DK085463	1
R01 DK115694	1
T32 LM012416	2
U01 DP000244	3
P30 DK116073	1
U01 DK062418	57
U01 DK061055	1
UM1 HG008853	2
U01 DK103282	1
107212	2
U01 DK061034	1
U01 DK085461	1
U01 DK085509	1
UL1 TR001417	11
R01 DK127208	3
U01 DK061041	1
U01 DP000250	3
P01 AR049084	10
U01 DP000246	3
U01 DP000254	3
U18 DP002708	3
108439	1
RC2 DA028909	27
R01 DA012690	31
R01 DA012849	25
R01 DA018432	23
R01 AA011330	27
R01 AA017535	30
P50 AA012870	11
K08 HL153955	1
R01 HL129735	5
UG3 OD023282	2
I01 CX001849	5
T32 MH014276	2
575B	1
R01 EB015611	8
HL109301	1
DK093228	1
R01ES021367	1
81800636	1
82070733	1
1200146	1
160833	1
3170038	1
150416	1
R01 MH075916	5
P50 MH084053	5
HHSN271201300031C	5
P50 MH066392	8
R01 MH080405	4
R01 MH085542	8
R01 MH097276	7
P01 AG002219	18
R01 MH093725	5
P50 AG005138	26
R01 HL102278	4
R03 CA188733	4
P30 ES030285	2
R01 HL149696	2
R01 AG070488	4
R01 AG065477	4
MR/T010371/1	1
2019M3E5D3073365	1
R01 HL135129	1
R01 GM118557	1
U01 HL137181	5
MR/T033371/1	3
MC_UU_12023/3	6
MC_UU_12023/20	7
MC_UU_12023/25	2
C1298/A8362	28
MR/L023784/2	26
HHSN268201300001C	3
N01-HC-65235	1
HHSN268201300003I	2
HHSN268201300004C	3
N01-HC-65236	1
1R35HL135818, 3R01HL-117626-02S1, 3R01HL-120393-02S1, R01 HL092577-06S1, R01HL120393-03S1, T32 HL129982, U01 HL072515, U01 HL137181, U01 HL84756	1
HHSN268201300004I	2
HHSN268201300005I	2
U01 HL084756	44
P30 DK72488	1
HHSN268201300001I/N01-HC-65233	1
U01 HL072515	55
HHSN268201300003C	3
N01-HC-65237	1
U01 HL137162	8
R01 HG005827	3
U01 HL84756	6
R01HG005827	1
N01-HC-65234	1
HHSN268201300002I	2
R01 CA133996	27
R01 DK063616	4
R01 CA136725	10
R01 CA100264	12
R01 CA059736	1
P50 CA093459	18
MC_PC_MR/R020183/1	2
MC_UU_00026/3	2
MC_U123292701	2
MC_U123292700	2
MC_UP_1005/1	1
MR/P012019/1	1
D43 TW009077	5
RP-PG-0407-10371	7
K013351	1
G0601966	41
MC_UU_12019/1	11
N01AG12109	10
R01 HL088119	29
U01 DK085545	15
16/136/68	2
06130 	1
PG/11/63/29011	1
P01 HL136275	1
T32 GM067553	6
T32 HL007024	7
MR/M013138/1	3
G0901213	4
RG/16/11/32334	4
75N92019D00031	7
SP/04/002	23
MOP-82893	14
R01 HD030880	5
200837 	2
090532 	4
Z01 AG000513	17
WT088806	10
221854/Z/20/Z	1
CZD/16/6	24
084726/Z/08/Z	4
MC_UU_00011	2
R01 DK072193	72
16/136/102	1
RG/13/2/30098	5
R24 HD050924	21
UL1 RR031986	2
R01 DK104371	4
R56 HG010297	8
085475/B/08/Z	50
R01 AG065357	2
T32 HG002536	7
WT098017	13
 MR/K013491/1	1
HHSN271201100005C	7
MR/R024227/1	6
KL2 RR024990	3
MR/L020149/1	3
N02 HL64278	52
S011676	1
U01 DK105535	15
P30 DK111022	4
098051	39
MR/M013138/2	2
084727/Z/08/Z	9
R01 AG056477	2
P2C HD050924	31
098381 	4
T32 HD007168	5
Z01 HG000024	27
U01 MH115485	4
107743 	1
212259/Z/18/Z	1
P30 DK020541	32
WT205915/Z/17/Z	1
SP/07/008/24066	4
N01HG65403	40
U01 DK078616	22
095101 	2
MR/S011676/1	4
G0901213-92157	1
R01 DK061628	3
R024227	1
P60 DK020541	12
220740/Z/20/Z	1
R01 DK117960	1
R01 AG034454	1
UM1 DK078616	7
MR/S03658X/1	2
G0801566	8
072960/Z/03/Z	4
U01 DK105561	8
203141 	4
WT064890	12
R01 HL153814	3
D43 TW007709	2
102215/2/13/2	28
084723/Z/08/Z	17
085475/Z/08/Z	38
MC_UU_00027/1	3
R01 DK118942	1
106130 	3
RG2008/014	3
R01 HL036310	9
R01 DK077659	3
WT206194	6
G0700931	41
R01 CA236859	1
R01CA236859	1
5P30CA016672	1
LSHM-CT-2004-503474	2
MOP—123369	1
20682	2
263-MA-410953	12
N01-AG-1-2109	29
R01 NS026799	8
084762	2
K05 AA017688	50
G0800582(86758)	1
G0401540	7
092731	41
G0601361	14
076467	16
08/0003775	3
068545	10
R01 DA012854	43
G9815508	117
G0601361(80219)	1
G0800582	30
G9815508(74882)	2
MC_U127561128	58
U01 DK061737	3
R24 DK080506	1
U01DK061737	2
U01 DK061730	4
P30DK063491	3
M01 RR000425	56
R01DK079888	2
R01 DK079888	4
DK080506	1
M01-RR00425	36
K24 DK069290	1
K24DK069290	1
R01CA61107	1
R01CA58598	1
R01 CA058598	10
R01 CA058860	13
A10119	15
R01CA71766	1
Z99 CA999999	8
11022	44
R01CA114343	3
R01CA126841-01	1
10124	60
R01CA87538	1
P30 CA016056	11
R01 CA087538	10
R01CA112523	1
CA92044	2
N01PC35137	3
K07 CA092044	11
A10124	16
P50 CA105009	8
N01CN55424	1
CA58860	2
R01 CA054419	5
R01 CA122443	16
K07 CA143047	4
U01 CA058860	8
R01CA054419	1
10118	61
R01CA122443	1
P50CA105009	1
R01CA16056	1
R01 CA112523	8
G0801875	4
P50 CA136393	20
R01 CA126841	7
R01 CA114343	8
R01MH-086026	1
K01 MH072866	5
K01 MH072866-01	5
R01 MH086026	3
U01 DA024417	18
R01 MH066140	11
R37 DA005147	21
U01 HG004399	25
UL1RR025005	87
R01 DA005147	13
R37 AA009367	15
R01 DK058845	23
R25 DA026119	6
U01HG004424	1
R01HL59367	87
R01 AA009367	16
R01 AA011886	11
DK58845	9
CA87969	35
ETM/55	26
G0700704	59
U01 HG004424	49
U01HG004399	15
G0500079	17
CA55075	11
U01HG004402	95
R01 HD050735	11
R01HL087641	92
CZB/4/505	23
BB/F019394/1	90
R01HL086694	87
R01 DA013240	18
MR/K026992/1	124
077011	20
R01 AR050496-02	1
R21 AA015973-02	1
P50 AR055081-029002	2
R01 DA012844-08	1
R01 DA012844-01S1	1
R01 AR050496-04	1
P50 AR055081-017144	1
P50 AR055081-01	3
R21 AA015973	9
R01 DA012844-05S1	1
P50 AR055081-010003	1
R01 DA012844-06A2	1
R01 DA012844-04	1
R21 AG027110-02	1
R01 AG026564-01A2	1
R01 DA012844-07S1	1
P50 AR055081-029001	1
R01 AR050496-03	1
R01 DA012844-07	1
R01 DA012844-02	1
R01 DA12844	1
R21 AG027110-01A1	1
R01 AR050496-01	10
P50 AR055081-010002	1
R01 AG026564	24
R01 DA012844-01	1
R21 AG027110	13
R01 DA012844-05	1
P50 AR055081-019001	1
R01 DA012844	3
P50 AR055081-020001	1
P50 AR055081	25
P50 AR055081-020002	1
R01 AG026564-02	1
R01 AR050496-05	1
R21 AA015973-01A2	1
P50 AR055081-010001	2
R01 DA012844-04S1	1
P50 AR055081-020003	1
R01 AR050496	26
P50 AR055081-025234	1
R01 DA012844-03	1
P50 AR055081-019002	1
R01 AR050496-01A1	1
P50 AR055081-02	1
R01 HL071039	2
R01 HL076784	11
K23 HL083102	4
AG028321	6
M01 RR001066	8
HL064753	3
HL076784	6
1K23 HL083102	1
2 K24HL04334	1
K24 HL004334	13
AG14759	2
1S10RR163736-01A1	18
N01-HC25195	8
M01-RR-01066	3
HL71039	1
R01 AG028321	13
10589	28
068545/Z/02	91
079643	5
G0700491	10
G0000934	125
A9345	1
5U01CA098233	3
CA49449	34
U01 CA067262	15
R01 CA065725	16
CA67262	17
U01 CA098233	31
CA50385	17
U01 CA049449	36
U01 CA098710	9
CA65725	13
R01 CA092039	9
R01 CA092039 05/05S1	1
G0801056	44
R01 ES011740	12
T32 CA009142	2
G0401527	95
R01 CA100679	1
P50 CA097190	5
G1000143	83
R01 EY014467	3
EY016862	3
EY014467	2
R01 EY016862	2
R01 MH063706	31
R01-HL-086694	7
M01RR00425	12
N01-HC-55015	63
N01-HC-85079	76
RL1 MH083268	48
N01-HC-85084	29
N01HC55020	56
5R01-HL-087679-02	1
HL-087660	1
N01HC55018	57
R01 HL087647	11
N01-HC-85085	29
5R01-HL-087698	1
1RL1-MH-083268-01	1
R01 HL087679	52
N01-HC-55022	58
N01-HC-85081	43
U01-HL-075572	1
R01-HL-087641	7
N01 HC015103	86
N01-HC-55016	64
5R01-MH-63706:0	1
U01 HL075572	2
R01-HL-087652	2
U01-HL-080295	2
HL-087700	1
1RL1MH083268-01	31
N01HC55022	53
N01-HC-85086	75
N01HC55015	58
L1-RR-025005	1
N01-HC-85082	43
R01-HL-59367	7
N01-HC-55019	62
HL-0877700	1
N01-HC-55222	18
N01-HC-85083	43
N01-HC-55020	61
N01-HC-85080	43
N01HC55016	59
N01-HC-75150	76
NC01-HC-55021	1
N01HC55019	56
N01HC75150	85
N01HC55021	57
DK-063491	3
N01-HC-55018	63
HL-087652	1
N01 HC045133	82
R01 HL087700	23
5R01-HL-087647	1
N01 HC035129	86
DK62413	3
DK62431	3
P30 DK063491-039004	20
DK62429	3
DK62420	3
DK62422	3
P30 DK063491-029004	19
P30 DK063491-019004	20
P30 DK063491-049004	19
DK62432	3
DK62423	3
1R01EY018246	13
CA88363	8
G20234	23
R01 CA088363	10
MC_U137686857	23
Z01 AG000235-01	1
N01-HG-65403)	1
R01 DK029867	13
G0600705	76
DK064869	6
G0800759	25
U01 DK062420-06	2
U01 DK062420-04	2
U01 DK062429-07	1
P30 DK063491-05	14
U01 DK062422-07	1
P30 DK040561	12
U01 DK062420-05	2
R01 DK064869-04	1
R01 DK064869	7
U01 DK062413-06	1
U01 DK062420-01	2
U01 DK062423-06	2
U01 DK062420-02	2
AI06277	1
CZB/4/540	20
R01 AI062773	4
U01 DK062420-03	2
R01 AI062773-02	1
U01 DK062431-06	2
G0600329	31
P30 DK040561-13	3
N01-HC-25195	125
N01-HB-73002	4
N01-HB-72992	4
N01-HB-97068	4
CA050385	1
N01-HB-97053	4
N01-HB-72997	4
N01-HB-73003	4
N01-HC-45205	19
N01-HC-95162	34
K12 RR023250	10
N01-HC-05187	19
U01 HL053916	5
N01 AG062101	61
R01-HL087660	1
R01 DK077510	11
DK007791	1
N01-HC-48047	19
N01-HB-97064	4
N01HC48049	18
M01RR00080	9
N01HC45205	18
K12RR023250	4
N01-HC-95163	33
N01-HC-95168	34
N01-HB-72982	4
R01 HL092577-01A1	3
N01 HC085085	38
N01-HC-45204	19
N01-HB-72993	4
N01-HB-97070	3
P30 DK079637	22
N01-HB-97056	4
N01-HB-73000	4
N01-HC-95159	36
R01 AG18728	16
1R01AG032098-01A1	44
U01 GM074518-04	7
R01-DK-077510	9
N01-HC-95095	20
M01 RR 16500	19
N01-HB-97085	4
N01 AG062106	62
U01 HL053938	5
N01-HC-95165	35
R01 DK075787	50
N01-HC-55021	61
N01-DK-62204	1
N01-HB-73005	4
N01-HC-48050	20
U01 HL064360	5
R01 AG032098	66
HL 46380	7
1 R01 DK075787-01A1	5
N01-HB-73006	4
N01HC95170	11
N01 HC-55222	60
U01 HL077813	5
N01HC95095	18
N01-HB-97071	4
N01-HB-97066	4
N01 AG062103	58
N01-HC-95164	35
U01 HL053941	9
N01-HC-95169	42
N01-HB-72995	4
P60 DK079637	8
N01-HC-48049	20
N01-HB-97051	4
R01-HL-071205	15
N01-HB-97062	4
N01 HC045134	20
N01-HB-73001	4
N01-HB-97060	4
N01-HC-95160	34
P 20545	5
MC_PC_U127561128	115
G0701863	46
CA087969	8
M01 RR016500	32
N01-HC-95171	15
R01 AG027002	8
N01-HB-97073	3
N01-HB-97054	3
U01 HL053934	5
U01 HL063429	5
N01HC48050	18
T32 DK007791	1
N01-HC-95172	15
N01-HB-72994	3
N01 HC085084	37
N01HC05187	18
N01HC48047	18
DK066574	1
N01HC95171	11
DK063491	107
N01-HB-72991	4
N01-HB-97072	4
N01-HC-95100	11
N01-HC-95161	34
N01HC45204	17
N01-HB-97058	4
U01 HL072515-06	17
U01 HL053937	5
N01-HC-48048	19
N01-HB-72996	4
N02-HL-64278	19
N01-HC-95166	34
N01-HB-97061	4
M01 RR000080	11
N01-HB-73004	4
R01 DK066574	4
N01-HC-95170	15
MC_U106179471	88
MC_U106188470	48
N01-HB-72998	4
R01 AG018728	31
N01-HB-97069	4
N01HC48048	18
N01-HC-95167	34
N01-HC-65226	21
N01HC95172	11
GR084728	1
075492	3
R01 HD046167	4
GR75492	3
G0500079(73692)	9
084728	1
HD46167	2
G19/2	27
CA129684	2
UL1 RR033176	40
UL1RR033176	21
P01-DK046763	7
DK062413	12
UL1 TR000055	2
Z01 EY000426-05	5
ZIA EY000426-09	5
HL080295	44
ZIA EY000401-09	5
ZIA EY000401-13	5
UL1TR000124	46
Z99 EY999999	9
R01 AG015928	46
ZIA EY000401-11	5
ZIA EY000426-10	5
HL105756	48
ZIAEY000401	3
ZIA EY000426-13	5
ZIA AG007380	6
AG-15928	10
R56 AG020098	34
ZIA EY000401	9
ZIA EY000426-08	5
ZIA EY000401-08	5
AG-20098	31
HL087652	46
HHSN268200625226C	78
ZIA EY000401-12	5
Z01 EY000426-04	5
ZIAAG007380	4
AG-027058	31
ZIA EY000426-11	5
ZIA EY000401-15	5
R01 HL080295	57
Z01 EY000401-06	5
ZIA EY000426-07	5
R01 AG020098	51
ZIA EY000426-12	5
N01-AG-12100	20
N01-HC-45133	24
ZIA EY000426-06	5
N01-HC-85239	27
AG-023629	26
085475/08/Z	7
R01 AG027058	42
ZIA EY000401-14	5
4584	5
Z01 EY000401-07	5
R56 AG023629	43
ZIA EY000401-10	5
U01 AI035042	6
U01 AI35043	1
U01 AI037984	2
R56 DA004334	2
R01-DA04334	1
R37 AI047734-06A1	1
P30 AI027757-21	1
U01 AI035041	6
U01 AI35041	1
R37 AI047734	3
R37 AI47734	1
U01 AI37984	1
U01 AI035042-10	1
T32 AI007140	3
R01 DA004334	2
U01 AI35040	1
R01-1258	1
P30 AI27757	1
5M01 RR00722	1
P30 AI027757-169012	1
U01 AI037613	2
T32 AI07140	1
U01 AI037984-04	1
P30 AI027757-119010	1
M01 RR000722	2
P01 AI057005	4
U01 AI035043	6
P30 AI027757	4
P30 AI027757-219021	1
U01 AI35042	1
U64/CCU900523-08	1
U01 AI035040	6
U01 AI35039	1
U01 AI035040-18	1
U01 AI035039	6
U01 AI37613	1
U19 AG010483	22
MD002249	2
N01WH42124	4
RG/07/008/23674	18
G19/35	17
N01WH32102	7
G8802774	17
N01WH22110	39
N01WH42112	2
N01-HC-55017	5
N01WH42119	5
N01WH32112	7
G0100222	17
RG/08/008/25291	15
N01WH32119	7
N01WH32105	5
N01WH42132	6
U01-HL080295	5
N01WH42121	5
N01WH42113	6
N01WH42125	5
MC_QA137934	20
MC_U123092720	9
R01 HL088120	5
HL086718	3
N01WH32106	7
N01WH42129	5
N01WH42108	6
G0902313	22
N01WH42118	6
G0902037	20
N01WH444221	1
N01WH32113	7
N01WH42120	5
N01WH32118	7
HG003054	3
N01WH42131	6
N01-HC-35129	23
N01WH42109	6
MC_U123092721	4
N01-HC-45134	8
N01WH42114	2
N01WH42107	4
HL074166	2
HL087660	7
N01WH32122	10
N01WH32111	6
N01WH42130	6
N01WH42117	5
N01 HC-15103	21
N01WH42115	5
G0400874	12
N01WH42111	5
HL100245	6
RG/08/014/24067	37
R01 HL46380-01-16	1
N01WH32108	6
N01WH42122	5
HL086694	2
N01WH32100	6
N01WH42123	5
N01WH32115	10
N01-HB-9707	1
N01WH42110	5
N01WH24152	11
N01WH42126	5
N01WH42116	2
N01-AG-821336	7
263 MD 9164 13	5
HG02651	5
N01-AG-916413	7
R01 HG002651	23
263 MD 821336	24
Z99 AG999999	21
079912	2
R01 DA018673	10
R37 DA018673	7
R01 AR042460-07S1	1
P20 RR020143-02	1
P30 AR053483	12
P01 AI083194-02	1
P20 RR020143-03	1
N01 AR062277	4
P01 AI083194-01	1
P30 AR0	1
R37 AI024717-17A1	1
P20 RR020143-05	1
P20-RR020143	1
R37 AI024717-18	1
N01AR62277	6
R01 AI045050	1
P20 RR020143-04	1
R01 AR042460-07	1
R01-AR42460	1
P01-AI 083194	1
P20 RR020143	6
R01 AR042460-06A1S1	1
P01 AI083194-03	1
R01 AR042460-06A1	1
R37 AI024717-23	1
R37 AI024717	14
R01 AR042460	5
P01-AR049084	1
R01 AR042460-08	1
P01 AI083194	8
R37-AI24717	1
N01-AR62277	1
P20 RR020143-01	1
R37 AI024717-21	1
R37 AI024717-20	1
R37 AI024717-19	1
068094	2
GR068094MA	2
R01 MH078151	17
Z01 MH002810	17
K08 MH080372	3
1Z01MH002810-01	9
R01 MH59535	9
MH081804	10
R01 MH094483	4
R01 MH059535-08	1
MH078151	11
R01 MH059567-08	1
R01 MH060068	16
MH059567	10
R01 MH059556	17
R01 MH059534-08	1
K08 MH080372-03	1
R01 MH059535	16
R01 MH59545	9
R01 MH059567	23
R01 MH59533	8
R01 MH059545	16
R01 MH059548-08	1
UL1 RR025774	12
K25 HL080079	3
UL1 RR025774-02	1
R01 MH081804-01	2
1U54RR025204-01	3
U01 MH46282	7
R01 MH078151-03	2
R01 MH059548	17
R01 MH059533-06	1
R01 MH059534	17
R01 MH59553	9
U01 MH46274	9
R01 MH081804	14
R01 MH60068	9
U01 MH046282-04	1
R01 MH059533	16
R01 MH059553-08	1
R01 MH059545-04	1
Z01 MH002810-06	1
R01 MH060068-08	1
U01 MH46280	7
R01 MH059553	17
R01 MH59567	8
R01 MH059556-08	1
089701	10
NS050557	2
G0600331	28
G9806740	2
G0100594	23
G90/106	4
G19/9	5
G9810900	9
G0501942	14
G0901461	24
U01 DK066174	4
G0000111	10
R01 HL086694-01A1	6
R01 HL086694-03	10
K24 DK078737	3
R01 HL086694-02	5
RC1 AR058621-01	1
R01 AR043814-13	1
KL2 RR024130	2
K24 AR002213	2
AR043815	1
R01 HL054900	1
M01-RR000056	1
AR052300	2
RR024130	1
HL054900	1
HL088648	1
R01 AR052300	4
AI024717	1
AR043727	1
U54 RR020278	41
R01 CA141700-01	1
M01 RR-000052	1
R01 AR046588	4
R01 AI063274	4
M01 RR000079	8
R01 AR057028	4
AR043814	1
AI068759	1
N01AI95386	1
N01 AR012256	1
R56 AI063274	5
M01 RR000056	3
AR057028	2
HL074165	1
AR044804	1
AR042460	2
AR043247	3
AR052125	3
RR020143	2
R01 AI068759-05	1
R01 AR052125	3
AI063274	3
RC1 AR058621	4
R01 AR043814	7
HL092397	2
R01 AI024717	13
R01 HL074165	1
R01 AR043727	3
R01 CA141700	4
AR046588	1
AR002213	1
R01 HL088648	3
R01 HL092397	4
R01 AI068759	6
K24 AR002175	7
M01 RR-000079	1
AR02175	2
079895	26
PG/08/094/26019	6
MC_U105630924	7
077016/Z/05/Z	13
5R01HL087679-02	28
GR069224	18
G0500539	39
PG/08/094	2
MH059571	8
R01 MH060870	38
MH63420	5
R01 MH059587	38
MH060879	5
MH059588	9
R01 MH059566	39
MH59566	12
061858	9
R01 MH060879	39
MH59587	12
R01 MH061675	38
MH061675	9
MH60870	12
MH59586	12
MH067257	9
R01 MH067257	36
R01 MH059571	36
R01 MH059565	37
MH059565	9
R01 MH059586	38
R01 MH063420	7
R01 MH059588	38
K23DK080145-01	1
U01DK061728	1
095515	5
U01 DK061734	3
R01HL088119	3
M01RR000827	1
N02-HL-6-4278	99
UL1RR02501401	1
MC_UP_A620_1015	15
T32 DK07191-32	1
K23 DK080145	15
U01 DK061713	3
UL1 RR024989	11
K01 DK067207	3
F32AR059469	3
U01DK061713	1
U01 DK061732	3
MC_UP_A100_1003	23
U01DK061731	1
T32 DK007191	3
K24 DK002957	1
U01 HL72515	12
F32 DK079466-01	9
U01 DK061731	2
U01 DK061718	2
R01DK075787	9
M01RR000065	1
M01 RR000188	3
T32 AG000262	5
F32 DK079466	10
U01DK061718	1
R01 DK075681	20
U01DK061732	1
MC_UP_A620_1014	33
T32AG000262	1
R01HL087700	2
U01 DK061728	2
ULRR02413101	1
M01 RR000065	1
G1000758	8
R01DK075681	3
U01 DK061738	2
UL1RR024989	1
PG/09/002/26056	4
M01RR020359	1
F32 AR059469	11
U01DK061738	1
M01 RR000827	7
M01RR00188	1
U01DK061734	1
P30DK072488	8
U01DK061730	1
M01 RR020359	1
M01RR000750	1
CZB/4/728	3
095831	4
R01 HL082896	2
R01 HL082896-02	1
HL-066681	1
HL-082896	1
CZB/4/438	9
F32 EY021436	1
SRF/01/010	20
R01 EY018825	3
R01 MH071425	1
089061/Z/09/Z	2
R01 NS043559	3
R01 NS 43559	1
N01 HC085086	25
N01 HC075150	29
M01RR00069	13
N01 HC055016	20
N01 AG012100	27
N01 HC-25195	2
N01 HC085081	19
HL 043851	9
UL1 RR 025005	3
M01 RR000069	15
N01 HC085083	17
N01 HC055018	21
R01 HL091069	7
R01 EY017362	2
CA 047988	9
N01 HC085082	18
K01DK067207	2
N01 HC055019	20
N01 HC085080	17
R01DK076770	1
R01 NS061836	3
N01 HC055222	23
U01 HL069757	20
R01 DK076770	5
N01 HC055015	22
N01 HC055021	19
N01 HC055020	19
N01 HC085079	30
R01 NS042733	10
K08 NS045802-01A2	1
K08 NS045802	1
R01 NS42733	2
G0301100	2
G9615910	1
UL1 RR024986-01	1
U01 HL084729	21
R01 AR050511-05	1
U01 HL084729-03	5
UL1 RR024986	5
R01 HG002651-05S2	2
R01 AR042742-14	1
R01 AR044422-10	2
R01 AR044422-08	1
R01 AR044422	11
R01 AR44422	2
N01-AR-2-2263	6
R01 AR044422-09A1	2
ZIA EY000403-10	6
T32 HL007902	3
Z01 EY000401	2
ZIA EY000403-13	6
ZIA EY000403-14	6
ZIA EY000403-11	6
T32HL007902	2
N01HC-55222	2
ZIA EY000403-09	6
Z01 EY000403-06	6
ZIA EY000403-08	6
Z01 EY000403-07	6
Z01 AG007380	2
Z01 EY000426	1
ZIA EY000403-15	6
ZIA EY000403-12	6
R01 AR046838	18
HL72515	1
R01 DK072193-04	4
AR046838	2
HG002651	12
DK072193	19
HL084729	18
DK54361	1
AG18728	1
DK062370	22
NHLBI R01 555673	1
K23 DK065978	6
K23 DK65978-03	1
K08-AI55314-3	1
N01AR22263	1
R01-AI065841	1
R01 AR050267	1
R01-AR44422	4
K08 AI055314-03	2
M01 RR018535	1
5-M01-RR-00079	2
M01-RR018535	1
K08 AI055314-02	2
R01 AI065841	4
N01-AR22263	1
K08 AI055314-01A1	2
K08 AI055314-05	2
R01-AR050267	1
K08 AI055314	4
K24-AR02175	3
K08 AI055314-04	2
HL060894	5
DK63491	1
HL060919	3
R01 HL060944	14
UL1 RR025011	5
R01 HL061019	12
R01 HL060919	8
HL061019	4
R01 HL060894	5
HL060944	5
P50 CA097186	2
P50 CA097186-08	1
C5047/A10692	18
C16913/A6835	3
M01 RR00064	1
R01 CA128813	5
G0501019	2
R01CA84979	1
R01 CA056678-05	2
M01 RR000064-41	1
CA54281	15
R37 CA054281-17	2
G0500966	5
C522/A8649	4
CA97186	1
R01 CA072818-09	1
T32 GM007814	14
R01 CA084979	4
R01 CA084979-05	1
C5047/A7357	10
R01 CA128813-02	1
10588	7
N01-PC-35141	2
C16913/A6135	9
CA56678	1
U01 CA089600	4
C5047/A3354	9
U01 CA089600-04	1
CA63464	15
P50 CA069568-12	1
R01 CA072818	4
CA92579	1
N01 PC035141	1
P50 CA105641	2
R01 CA092579-05	2
R01CA128813	1
R01 CA063464-10	2
P50 CA105641-05	1
R01 CA092579	9
P50 CA069568	2
R01MH59567	3
K01-MH087889	2
1Z01MH002810-01,	1
K01 MH087889	4
U01MH79470	3
R37 AA011408-11	1
R01MH81800	4
R01MH59586	3
R01 MH59587	8
R37 AA011408-13	1
R01 MH67257	8
R01 MH60870	7
P30 AA019372-02	1
U01MH79469	3
R01MH59588	3
R01 MH60879	7
R01 MH59566	7
R37 AA011408-14	1
P20 AA017828	5
U01 MH079469	21
R01 MH59565	8
P20AA017828	1
R01 MH081800	18
R01 MH61675	7
U01 MH079470	23
R01 MH59571	8
P30 AA019372	1
R01 AA011408-05	1
R01 AA011408-04	1
R37 AA011408	5
R01 AA011408-09	1
R01 AA011408	3
R37 AA011408-12	1
R01 AA011408-03	1
R37AA011408	1
R37 AA011408-10A1	1
1 UL1 RR024975	4
R01 CA122756	11
R01CA64277	6
R01CA124558	16
R01CA122756	7
R01CA92585	4
P30 CA68485	6
HG004399	4
R01 DK091718	11
R01 CA090899	10
R01CA100374	5
R37CA70867	2
R01 CA118229	13
R01CA90899	4
R01 EB007813	5
1-T90-DA022768:02	2
F31 MH087061	4
P41 RR013642	3
U54 RR021813	2
U01 AG024904-05	3
R01 EB008281	6
M01 RR000865	4
R01 EB008432	7
1F31MH087061	3
R01 NS059873	14
T90 DA022768	2
74882	12
U01 GM061393	20
U01GM61374	5
U01 GM61393	5
P30 CA021765-31	1
U01 GM061393-12	4
CA 21765	8
U01 GM061374-07	2
U01 GM061374	6
R01 MH062873	17
R00 HL096840	6
R01MH62873	13
R01 MH081803	13
R01MH081803	12
P50 CA090386	4
UL1 RR025741	14
091746	10
N01 MH090003	3
N01MH90003	8
R01 DK071003	1
DK57892	1
R01 DK081645	2
R56 DK071003	1
DK050678	1
DK071003	1
G0700545	4
R01 DK050678	1
R01 DK057892	2
NS058980	2
DK081645	2
G0700545(82277)	1
R01 NS058980	1
084743	4
R01 CA124709-02	1
R01-CA124709	3
FS/05/095/19937	2
SP/08/005/25115	8
CH/98001	2
RG/07/005/23633	8
UL1 RR024975-01	2
TL1 RR024978	5
KL2 RR024977	5
T32 GM080178	18
KL2 RR024977-03	1
1UL1 RR024975-01	2
K12 RR24977-03	1
N.1-AG-1-2111	6
R01 AR/AG 41398	16
R01 AR041398	43
R01 HL094755	2
N.1-AG-1-1	7
N01-AG-6-2106	4
17489	16
R21AG032598	7
263 MD 9164	16
N01-AG-5-0002	9
R69/0208	6
G0900339	5
N01-AG-6-2101	4
N01-AG-6-2103	4
R21 AG032598	7
5UO1CA098233	8
R01 CA065725-14	3
UO1 CA098710	2
081864	8
U01HG004446	18
P01CA087969	11
U01HG004738	10
P01CA055075	10
U01HG04424	7
U01HG004729	7
RFAHG006033	4
R01 HL71981	3
DK46200	14
U01HG004726	7
U01HG004438	50
U01HG004415	9
U01HG004735	7
U01HG004728	8
U01HG004422	13
U01DE018993	6
U01HG004423	13
R01DK058845	8
U01DE018903	9
R01 HL071981	13
U01HG004436	9
Z01 MH002843-04	1
R01 CA098438	1
Z01 MH002810-05	1
R01 GM60457	1
Z01 MH002842-04	1
R01-AR046208	3
UL1RR024188	3
P01 AR052915	3
P01-052915	4
19356	8
R01 AR046208	5
MO1-RR00425	3
089061	20
G106/1216	1
076113/B/04/Z	24
R01 DK066241	1
086160/Z/08/A	1
075883	1
