PUBMEDID	Acronym	Agency	Country	GrantID
30134803	MRC_	Medical Research Council	United Kingdom	MC_UU_00007/10
30160337	Missing Acronym	Missing Agency	Missing Country	Missing ID
30088374	Missing Acronym	Missing Agency	Missing Country	Missing ID
30152087	CA;CC;NH;RR;TR;WT_;DP	NCI NIH HHS;CDC HHS;NCRR NIH HHS;NCATS NIH HHS;Wellcome Trust;NCCDPHP CDC HHS	United States;United Kingdom	HHSN261201000140C;U58DP003862-01;HHSN261201000035C;P50CA097257;UM1 CA182934;R01 CA126831;UL1 RR024131;30CA125123P50097257R01CA126831R01CA139020R01CA52689;P30 CA125123;P50 CA097257;HHSN261201000035I;R01 CA207360;Missing ID;R01 CA139020;HHSN261201000140CP;P30 CA008748;P30CA125123;UK10K;HHSN261201000034C;U58 DP003862;Missing ID;R01 CA052689;Missing ID
30696823	MRC_;HL;WT_;DK	Medical Research Council;NHLBI NIH HHS;Wellcome Trust;NIDDK NIH HHS	United Kingdom;United States	MC_PC_17228;MR/M005070/1;T32 HL007901;107851/Z/15/Z;F32 DK102323;MC_UU_00011/2;MR/P023576/2;Missing ID;MR/P012167/1;K01 HL136884;R01 DK107859;R01 DK102696;MC_UU_12013/5;MC_QA137853;R01 DK105072
30108127	AG;MRC_;EY;DC	NIA NIH HHS;Medical Research Council;NEI NIH HHS;NIDCD NIH HHS	United States;United Kingdom	RC2 AG036607;MC_QA137853;R01 EY027004;K01 DC013300;MC_PC_17228;R21 AG046616
33627384	CA;HG;ES	NCI NIH HHS;NHGRI NIH HHS;NIEHS NIH HHS	United States	R01 CA197350;R25 CA094186;K22 CA120545;T32 HG000040;U01 CA167551;T32 ES013678;P01 CA196569;U19 CA148107;P30 CA014089;U54 CA116867;R01 CA081488
30067744	DE;Missing Acronym;Missing Acronym;HG;MRC_	NIDCR NIH HHS;Wellcome Trust;Medical Research Council;NHGRI NIH HHS	United States;United Kingdom	R01 DE027023;R21 DE016930;R01 DE016148;102215/2/13/2;MC_UU_12013;U01 HG004446;HHSN268200782096C;R01 DE014581;MC_UU_12013/1;U01 DE020078;P50 DE016215;U01 DE018993
30132804	Missing Acronym	Missing Agency	Missing Country	Missing ID
30108209	Missing Acronym	Missing Agency	Missing Country	Missing ID
30130595	Missing Acronym	Missing Agency	Missing Country	Missing ID
28686080	TR;HL;GM	NCATS NIH HHS;NHLBI NIH HHS;NIGMS NIH HHS	United States	UL1 TR000165;K24 HL133373;R01 HL092173;UL1 TR001417;R01 GM081488
33633301	Missing Acronym	Missing Agency	Missing Country	Missing ID
30169916	Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym	National Natural Science Foundation of China;Natural Science Foundation of Shandong Province;Key research and development program of Shandong Province;Innovation Project of Shandong Academy of Medical Sciences;Shandong Provincial Advanced Taishan Scholar Construction Project		816201008025;81472868;81472869;81502736;JQ201616;2014ZRC03128;2016ZDJS07A06;Missing ID;Missing ID
30070759	Missing Acronym	The National Institute of Neurological Disorders and Stroke (NINDS)	International	U01NS069208
30067105	Missing Acronym	Missing Agency	Missing Country	Missing ID
30895295	Missing Acronym	Missing Agency	Missing Country	Missing ID
30636644	AG;HD	NIA NIH HHS;NICHD NIH HHS	United States	P01 AG043352;P30 AG034424;R01 AG047310;R03 HD050374
30659475	EB;DA;MH	NIBIB NIH HHS;NIDA NIH HHS;NIMH NIH HHS	United States	U54 EB020403;R01 DA042157;RC2 MH089951;RC2 MH089995
30866520	Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym	Taipei Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation;Buddhist Tzu Chi Medical Foundation Academic Advancement;National Science Council;Natinal taiwan univeristy hospital		TCRD-TPE-MOST-105-03, TCRD-TPE-MOST-106-01, TCRD-TPE-106-C1-1, TCRD-TPE-106-RT-3;TCMF-A 106-01-16;MOST 104-2314-B-303-013-MY3;NTUH-104-S2649, NTUH-104-S2671, NTUH104-2640, NTUH104-UN001, NTUH104L005, MOST-104-2314-B-002-193-MY3, MOST 103-2314-B-002-189;MOST 103-2314-B-002-189 and MOST 107-2314-B-002 -009 and MOST 107-2314-B-002 -261-MY3
33608531	AG	NIA NIH HHS	United States	RC2 AG036607
33590662	Missing Acronym;AG;HL;MD	UNC Clinical and Translational Science Award;NIA NIH HHS;NHLBI NIH HHS;NIMHD NIH HHS	United States	UL1TR002489;R01 AG056479;R01 HL118255;R01 MD011680
33339817	AG;HL;DA;DK;HG;AI	NIA NIH HHS;NHLBI NIH HHS;NIDA NIH HHS;NIDDK NIH HHS;NHGRI NIH HHS;NIAID NIH HHS	United States	N01AG12109;R01 HL109946;R01 HL139731;R01 HL120393;R35 HL135824;HHSN271201100005C;R01 DK062370;R01 HL130705;K08 HL140203;R01 HL117626;T32 HG000040;R01 HL123333;R01 HL138139;K99 HL150233;R01 AI132476;R01 HL137214;U01 DK062370;K99 HG012222;R01 HL068878;R01 HL127564
30643256	MRC_	Medical Research Council	United Kingdom	G1001799;MR/N01104X/1;MR/N01104X/2
33603002	ImNIH	Intramural NIH HHS	United States	Z01 HG200362
30194396	Missing Acronym	Missing Agency	Missing Country	Missing ID
32835660	Missing Acronym	Missing Agency	Missing Country	Missing ID
33574239	Missing Acronym	Missing Agency	Missing Country	Missing ID
33114701	Missing Acronym	Technology Development Program funded by the Ministry of SMEs and Startups(MSS, Korea).		2019-S2828019)
33589587	Missing Acronym	Missing Agency	Missing Country	Missing ID
32961594	Missing Acronym	Missing Agency	Missing Country	Missing ID
30383316	MRC_;BHF_	Medical Research Council;British Heart Foundation	United Kingdom	MC_PC_17228;MC_QA137853;MR/S004130/1;FS/14/55/30806
33310085	HG;DK;HL	NHGRI NIH HHS;NIDDK NIH HHS;NHLBI NIH HHS	United States	K08 HG010155;K23 DK119460;R01 HL133786;UM1 HG008895
33607172	AG	NIA NIH HHS	United States	P01 AG008761
31081985	MH;Missing Acronym	NIMH NIH HHS;U.S. Department of Defense	United States;International	K24 MH094614;T32 MH017119;U01 MH087981;HU0001-15-2-0004
30120420	ES;OH	NIEHS NIH HHS;NIOSH CDC HHS	United States	T32 ES007142;R00 ES022986;P30 ES000002;R01 ES007821;R01 ES013744;R24 ES028522;R01 ES014930;R01 ES015533;P42 ES016454;K99 ES022986;T42 OH008416
32376654	MRC_	Medical Research Council	United Kingdom	MC_PC_17228;MC_PC_19009;MC_UU_00011/1;MC_UU_00011/2;MC_UU_00011/3;MC_QA137853;MR/S003886/1;MC_PC_15018
33495596	MRC_;WT_;BHF_;ZONMW_;DH_;Missing Acronym;HL	Medical Research Council;Wellcome Trust;British Heart Foundation;ZonMw;Department of Health;CIHR;NHLBI NIH HHS	United Kingdom;Netherlands;Canada;United States	MR/K501013/1;107469;MC_UP_1605/13;MR/N026934/1;MC_PC_17114;107469/Z/15/Z;RG/19/6/34387;ZONMW_91815610;G9409531;G0900897;FS/15/81/31817;MC_UP_1102/19;Missing ID;087183;MR/S003754/1;MC_UP_1102/20;169063;G0300665;U01 HL117006;G9901399;MC_U120085815;G0601966;RE/13/1/30181;090532/Z/09/Z;RG/18/9/33887;RE/18/4/34215;Missing ID;G9409634;G0100811;SP/17/11/32885;MR/M024903/1;NH/17/1/32725
30846698	MRC_;HL;WT_;DK	Medical Research Council;NHLBI NIH HHS;Wellcome Trust;NIDDK NIH HHS	United Kingdom;United States	MR/M005070/1;MC_UU_00011/6;R35 HL135818;107851/Z/15/Z;F32 DK102323;MC_UU_00011/2;MR/P023576/2;MR/P012167/1;K01 HL136884;R01 DK107859;K01 HL135405;R01 DK105072
33592630	Missing Acronym	Missing Agency	Missing Country	Missing ID
31844061	WT_;MRC_	Wellcome Trust;Medical Research Council	United Kingdom	202800/Z/16/Z;G0600718;G0600230;204911/Z/16/Z;MR/M006212/1
33483693	MH	NIMH NIH HHS	United States	R01 MH119084;R01 MH077139;R01 MH123724;R01 MH120170;R01 MH124871;U01 MH109528
31837886	MRC_	Medical Research Council	United Kingdom	MC_PC_12028;MC_PC_17228;MC_QA137853;MC_UU_00007/10
33587031	HG	NHGRI NIH HHS	United States	U01 HG009431;R01 HG008140;R01 HG010140;U01 HG009080
32839289	Missing Acronym	Missing Agency	Missing Country	Missing ID
31855235	HL;AG;EY;TR	NHLBI NIH HHS;NIA NIH HHS;NEI NIH HHS;NCATS NIH HHS	United States	N01HC85080;R01 AG023629;HHSN268201200036C;U01 HL130114;N01HC85082;N01HC55222;N01HC85086;R01 EY009052;HHSN268200800007C;N01HC85081;HHSN268201200008I;HHSN268201800001C;U01 HL080295;UL1 TR001881;N01HC85079;N01HC85083
31841133	HL;TW;ImNIH;HG	NHLBI NIH HHS;FIC NIH HHS;Intramural NIH HHS;NHGRI NIH HHS	United States	HHSN268201100012C;HHSN268201100009I;HHSN268201100010C;HHSN268201100008C;HHSN268201100007C;HHSN268201100011I;HHSN268201100006C;T37 TW000041;HHSN268201100007I;HHSN268201100005G;HHSN268201100008I;HHSN268201100011C;ZIA HG200362;U01 HG004402;HHSN268201100005I;HHSN268201100009C;HHSN268201100005C
30850646	DH_;MRC_	Department of Health;Medical Research Council	United Kingdom	CDF-2014-07-037;MR/S003126/1
32843070	HL;EY;HC;Missing Acronym;NH;Missing Acronym;Missing Acronym;HG;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;WT_;Missing Acronym;AG	NHLBI NIH HHS;NEI NIH HHS;Free State of Saxony;Rhineland-Palatinate;NHGRI NIH HHS;Deutsche Akademie der Naturforscher Leopoldina - Nationale Akademie der Wissenschaften;Bundesministerium für Bildung und Forschung;Deutsche Forschungsgemeinschaft;Helmut-Ecker-Foundation;Wellcome Trust;NIA NIH HHS	United States;International;United Kingdom	RC2 HL102419;RC2 HL102923;U01 HL080295;P30EYE003790;N01 HC085085;713-241202;N01HC85083;RC2 HL102925;HHSN268201200008I;AZ 961-386261/733;R01 EY022310;14575/2470;RC2 HL102926;HHSN268201600002C;U01 HG004790;LPDS 2018-06;HHSN268201600018C;U01 HG004802;01ER1206;HHSN268200800007C;N01 HC015103;U01 HG004402;U01 HG004424;N01HC55222;U54 HG003273;N02HL64278;N01HC85086;GR 5065/1-1;14505/2470;01ER1507;RC2 HL102924;R21EY030142;HHSN268201700002C;HHSN268201200036C;HHSN268201700001I;HHSN268201700004I;R21EY030631;HHSN268201600003C;U01 HG004803;HE 3690/5-1;N01HC65226;HHSN268201600004C;05/17;U01 HG005157;031L0026;R01EY030575;HHSN268201600001C;N01 HC085084;HHSN268201700005C;HHSN268201700001C;N01HC85082;N01HC75150;HHSN268201700003C;RC2 HL103010;HHSN268201700004C;Missing ID;U01 HG004798;HHSN268201700002I;HHSN268201700005I;UM1 HG008898;HE-3690/5-1;N01HC85079;R01 AG023629;U01 HG005152;N01 HC045133;N01HC85080;HHSN268201700003I;N01 HC035129;R01 EY RES 511967;N01HC85081;U01 HG004801
33597122	DK;HG	NIDDK NIH HHS;NHGRI NIH HHS	United States	U01 DK066143;U01 DK066174;U24 DK066116;R21 DK098531;R01 DK103184;U01 HG008664;U01 HG008680;U54 DK104309;R21 DK119802
31841498	Missing Acronym	Missing Agency	Missing Country	Missing ID
28714974	TR;MRC_;HL	NCATS NIH HHS;Medical Research Council;NHLBI NIH HHS	United States;United Kingdom	KL2 TR001100;MC_QA137853;R01 HL127564;T32 HL007734
33500527	Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym	the Ministry of Science, ICT, and Future Planning		NRF2018R1D1A1B07049223
30837455	AA;MH;DA;WT_;MRC_	NIAAA NIH HHS;NIMH NIH HHS;NIDA NIH HHS;Wellcome Trust;Medical Research Council	United States;United Kingdom	R01 AA007535;R01 AA014041;R01 MH066206;R01 AA013321;R01 DA012854;Missing ID;MC_UU_12013/3;R01 AA013320;R01 AA013326;R56 DA012854
30657218	Missing Acronym	Missing Agency	Missing Country	Missing ID
28585551	DA	NIDA NIH HHS	United States	R01 DA017932
30326835	Missing Acronym;Missing Acronym	Excellent Youth Foundation of Jiangsu;Top-notch Academic Programs Project of Jiangsu Higher Education Institutions		BK20160095;PPZY2015A067
30837465	MRC_;BHF_;CRUK_;WT_	Medical Research Council;British Heart Foundation;Cancer Research UK;Wellcome Trust	United Kingdom	MC_PC_13030;MR/P01836X/1;MR/N003284/1;MC_UU_12015/2;G1000143;MC_UU_00002/7;MC_UU_12015/5;RG/18/13/33946;MC_UP_A090_1006;MR/L003120/1;G0700463;G0800270;MC_UU_12015/1;MR/S003746/1;G0401527;14136;MR/P011705/1;MC_EX_G0800783;204623/Z/16/Z
33106546	Missing Acronym;Missing Acronym	Japan Agency for Medical Research and Development (AMED);Ministry of Health and Welfare (Ministry of Health, Welfare and Family Affairs)		JP18ek0410039;HI15C1575
30854688	Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym	National Natural Science Foundation of China;Government of Jiangsu Province	International	81570469;81620108002;81770381;81771732;81830016;81870397;BE2017713;BL2018657
31379025	MRC_;WT_;Missing Acronym	Medical Research Council;Wellcome Trust;CIHR	United Kingdom;Canada	G9815508;WT084703MA;102215/2/13/2;Missing ID
30852652	NS;Missing Acronym;HL;Missing Acronym;Missing Acronym	NINDS NIH HHS;Bundesministerium für Bildung und Forschung;NHLBI NIH HHS	United States	R01 NS041558;01ZX1306D;R01 HL087660;R01 HL119443;01ZX1510;U10 HL054457;U01 HL054457;01ZX1306A;R01 HL133221
31028280	HL;RR;ES;TR	NHLBI NIH HHS;NCRR NIH HHS;NIEHS NIH HHS;NCATS NIH HHS	United States	N01HR16052;N01HR16045;U01 HL075419;M01 RR000051;U01 HL075415;U01 HL075407;M01 RR000036;N01HR16049;M01 RR002719;R21 ES020194;N01HR16046;U01 HL075417;U01 HL075416;U01 HL075409;UL1 TR000154;U01 HL075232;N01HR16047;N01HR16044;U01 HL075408;P01 ES009825;UL1 RR025780;P30 ES000002;N01HR16048;R01 HL086601;N01HR16051;P01 HL083069;N01HR16050;RC2 HL101543;U01 HL075420;U01 HL065899
30858448	Missing Acronym	Missing Agency	Missing Country	Missing ID
30172743	AR;EB;TW;GM;AG;MH	NIAMS NIH HHS;NIBIB NIH HHS;FIC NIH HHS;NIGMS NIH HHS;NIA NIH HHS;NIMH NIH HHS	United States	R01 AR059781;R01 EB006841;D43 TW009107;R01 GM109068;R01 AR057049;U19 AG055373;P20 GM109036;R01 MH104680;R01 MH107354;R01 EB020407
32846279	Missing Acronym	Missing Agency	Missing Country	Missing ID
30220432	Missing Acronym;MRC_	Wellcome Trust;Medical Research Council	United Kingdom	208806/Z/17/Z;MC_PC_17228;MC_QA137853;MC_UU_00011/1
33607655	EY	NEI NIH HHS	United States	R01 EY022302
33495439	MRC_;ES;MH	Medical Research Council;NIEHS NIH HHS;NIMH NIH HHS	United Kingdom;United States	G0300189;R01 ES026993;U01 MH109514;U01 MH109539
31641590	DH_;MRC_	Department of Health;Medical Research Council	United Kingdom	09/144/09;G0800637
33597508	CA;CRUK_;Missing Acronym;TR;MRC_;GM;CP;DH_;Missing Acronym;ImNIH;ES	NCI NIH HHS;Cancer Research UK;CIHR;NCATS NIH HHS;Medical Research Council;NIGMS NIH HHS;Department of Health;Intramural NIH HHS;NIEHS NIH HHS	United States;United Kingdom;Canada	U01 CA176726;P50 CA116201;U19 CA148112;U10 CA180868;R01 CA050385;UM1 CA164917;U01 CA199277;U01 CA179715;R01 CA128931;U54 CA156733;C1275/A19187;C8221/A19170;UM1 CA164973;R01 CA176785;CRN-87521;RC4 CA153828;R01 CA142996;C1287/A10710;P50 CA125183;P01 CA087969;14136;UM1 CA164920;P30 CA168524;U01 CA161032;C5047/A8385;R01 CA097396;UM1 CA176726;UL1 TR002538;C1275/C22524;C1287/A16563;R01 CA058860;C12292/A11174;U10 CA027469;C5047/A10692;K07 CA092044;UL1 TR000124;C490/A16561;P50 CA058223;R01 CA100374;1000143;C490/A10124;U01 CA116167;C5047/A8384;P30 CA008748;R01 CA214545;R01 CA128978;U19 CA148537;P30 CA051008;C570/A16491;R01 CA116167;R01 CA177150;C1275/A11699;R01 CA063464;U10 CA037517;P20 GM130423;UM1 CA186107;MR/M012190/1;R25 CA112486;C5047/A15007;N02CP65504;IS-BRC-1215-20007;U01 CA063464;R01 CA077398;R01 CA054281;R01 CA132839;P30 CA068485;GPH-129344;U01 CA058860;U01 CA098758;Z01 ES044005;U19 CA148065;C1275/A15956;C1281/A12014;C1287/A11990;C8197/A16565;Z01 ES049033;R01 CA192393;C1287/A10118;U10 CA180822;R37 CA054281;U01 CA164973;R01 CA140286;N02CP11019;P30 ES009089
33479058	DK;HL;RR;DP;NS;ACL;TR;HG;AG;HX	NIDDK NIH HHS;NHLBI NIH HHS;NCRR NIH HHS;NCCDPHP CDC HHS;NINDS NIH HHS;ACL HHS;NCATS NIH HHS;NHGRI NIH HHS;NIA NIH HHS;HSRD VA	United States	R01 DK078616;HHSN268201500001C;UL1 RR025780;U01 DP000244;U01 DK085526;U18 DP002709;N01HC25195;R01 DK125490;U01 DK061254;UL1 RR024139;UL1 RR024989;P30 DK057516;R01 NS017950;U18DP006139;UC4 DK108173;P30 DK048520;UL1 TR002548;UL1 RR024153;U01 DP000247;U54 HG003067;U18 DP002710;K23 DK120932;U18DP006138;M01 RR000069;UL1 TR000154;M01 RR000036;U18 DP002714;U01 DK061242;U01 DP000248;UL1 RR024992;UL1 TR000062;R01 AG008122;U01 DK061212;M01 RR001066;R01 AG033193;P30 DK098722;U18DP006134;M01 RR014467;U01 DK061230;HHSN268201500001I;U01 DK105554;U18DP006131;M01 RR000043;UL1 TR001425;UL1 RR025758;UL1 TR000077;R01 DK127208;UL1 TR000423;M01 RR000084;U18DP006136;U01 DP000250;UL1 TR002345;U01 DP000246;UL1 TR001450;U01 DP000254;U18DP006133;U18 DP002708;M01 RR000125;U01 DK061239;HIR 10-001;UL1 RR024134
30178632	EY;MRC_	NEI NIH HHS;Medical Research Council	United States;United Kingdom	K12 EY016335;MC_PC_13040;R01 EY022302
33585033	Missing Acronym	Missing Agency	Missing Country	Missing ID
31862735	Missing Acronym	Missing Agency	Missing Country	Missing ID
33593824	Missing Acronym	Missing Agency	Missing Country	Missing ID
31125052	Missing Acronym	Missing Agency	Missing Country	Missing ID
33594131	WT_	Wellcome Trust	United Kingdom	 076467/Z/05/Z;08426812/Z/07/Z
30843173	MRC_;Missing Acronym;Missing Acronym	Medical Research Council;Medical Research Council (UK), European Commission Framework 6 project EUROSPAN (Contract No.LSHG-CT-2006-018947), the Republic of Croatia Ministry of Science, Education and Sports research grant (216-1080315-0302), the Croatian Science Foundation (grant 8875), CEKOM (Ministry of Economy, Entrepreneurship and Crafts) and the Research Centre of Excellence in Personalized Medicine (Ministry of Science and Education);Hrvatska Zaklada za Znanost	United Kingdom	"MC_UU_00007/10;""10 001 Dalmatians"" project;1498"
30833571	WT_;BHF_;MRC_	Wellcome Trust;British Heart Foundation;Medical Research Council	United Kingdom	Missing ID;202747/Z/16/Z;FS/18/23/33512;MR/N001524/1
30145303	BX;RX;CX;OD	BLRD VA;RRD VA;CSRD VA;NIH HHS	United States	IK6 BX003777;IK2 RX000703;IK2 CX000718;I01 BX002577;IK2 RX000908;S10 OD018164;IK2 CX000525
34413389	Missing Acronym	Missing Agency	Missing Country	Missing ID
34309201	Missing Acronym	Missing Agency	Missing Country	Missing ID
34657909	Missing Acronym	Missing Agency	Missing Country	Missing ID
34482816	Missing Acronym	Missing Agency	Missing Country	Missing ID
33766948	MRC_;WT_;AI;CRUK_	Medical Research Council;Wellcome Trust;NIAID NIH HHS;Cancer Research UK	United Kingdom;United States	MC_PC_17228;MC_UU_12026/2;202922;212946;MC_UU_00017/1;MC_U137686851;K01 AI153558;MC_PC_13049;MR/P025080/1;29186;MC_QA137853;088158;104085
35016259	GM;AA;TR	NIGMS NIH HHS;NIAAA NIH HHS;NCATS NIH HHS	United States	U19 GM061388;P20 AA017830;U01 AA027487;R01 GM028157;R21 AA025214;K01 AA028050;UL1 TR000135;R01 AA027486
34746714	HL;CA	NHLBI NIH HHS;NCI NIH HHS	United States	R01 HL102278;R03 CA188733
34417442	MRC_	Medical Research Council	United Kingdom	MC_PC_17228;MC_QA137853
33751636	Missing Acronym	Missing Agency	Missing Country	Missing ID
33745150	Missing Acronym	Missing Agency	Missing Country	Missing ID
34216518	Missing Acronym;Missing Acronym	The Deanship of Scientific Research;Imam Abdulrahman Bin Faisal University		Missing ID;2017-135-IRMC
35043453	MRC_;HG	Medical Research Council;NHGRI NIH HHS	United Kingdom;United States	MC_PC_17228;MC_QA137853;R01 HG010480
33762635	Missing Acronym	Missing Agency	Missing Country	Missing ID
31212010	Missing Acronym	Missing Agency	Missing Country	Missing ID
34450027	MRC_	Medical Research Council	United Kingdom	MC_UU_00011/1;MR/R015635/1;MC_UU_00011/4;MC_UU_00011/1&amp;4
34493870	AG;MRC_;WT_;HL;ALZS_	NIA NIH HHS;Medical Research Council;Wellcome Trust;NHLBI NIH HHS;Alzheimer's Society	United States;United Kingdom	R01 AG028555;U24 AG021886;U01 AG016976;R01 AG060470;MC_PC_17214;082604/2/07/Z;R01 AG033193;R01 HL105756;503480;U01 AG032984;171
34276655	Missing Acronym	Missing Agency	Missing Country	Missing ID
33356394	MRC_;DH_;CX;WT_;BHF_;CRUK_	Medical Research Council;Department of Health;CSRD VA;Wellcome Trust;British Heart Foundation;Cancer Research UK	United Kingdom;United States	MC_PC_17228;Missing ID;IK2 CX001780;MR/S019669/1;203928/Z/16/Z;MC_UU_00002/7;204623/Z/16/Z; 1004231;RG/18/13/33946;CH/12/2/29428;MC_QA137853;RG/13/13/30194;RE/18/4/34215;C31250/A22804
32663566	MRC_	Medical Research Council	United Kingdom	MC_PC_17228;MC_QA137853
34929384	MRC_	Medical Research Council	United Kingdom	MC_PC_17228;MC_QA137853
34304350	Missing Acronym	Missing Agency	Missing Country	Missing ID
34607834	DK;WT_;GM	NIDDK NIH HHS;Wellcome Trust;NIGMS NIH HHS	United States;United Kingdom	K24 DK110550;T32 DK007028;102820/Z/13/Z;P30 DK098722;R01 DK088214;Missing ID;R01 GM117163
34521259	Missing Acronym	Missing Agency	Missing Country	Missing ID
30659681	HL;HB;CA;TR;DK;OD;AG	NHLBI NIH HHS;NCI NIH HHS;NCATS NIH HHS;NIDDK NIH HHS;NIA NIH HHS	United States	R01 HL120393;HHSN268201600002C;R01 HL068639;R01 HL087652;R01 HL105756;R01 HL060739;R01 HL034594;HHSN268201700003I;N01HC85081;R01 CA050385;RC2 HL102419;R01 HL103612;R01 HL095080;P01 CA087969;U01 HL080295;R01 CA067262;HHSN268201600018C;R01 HL068986;R01 HL043851;R01 HL059367;U01 HL130114;R01 HL116854;P01 CA055075;HHSN268200800007C;R01 HL085251;UL1 TR000124;N01HC55222;R01 HL074745;N01HC85086;P30 DK063491;HHSN268201700002C;HHSN268201200036C;HHSN268201800001C;HHSN268201700001I;HHSN268201600003C;HHSN268201700004I;HHSN268201600004C;UM1 CA182913;R01 CA047988;HHSN268201600001C;HHSN268201700005C;HHSN268201700001C;R01 HL080467;N01HC85082;R01 HL043201;HHSN268201700003C;N01HC85083;N01HC25195;R01 HL035464;S10 OD020069;HHSN268201700004C;R01 HL088521;R01 CA049449;HHSN268201700002I;HHSN268201700005I;N01HC85079;R01 AG023629;R01 HL073410;RC1 HL099355;N01HC85080
34753797	MRC_;DH_;HL;BHF_;RR;WT_;DK;HG;CSO_	Medical Research Council;Department of Health;NHLBI NIH HHS;British Heart Foundation;NCRR NIH HHS;Wellcome Trust;NIDDK NIH HHS;NHGRI NIH HHS;Chief Scientist Office	United Kingdom;United States	MR/L003120/1;BTRU-2014-10024;R01 HL086694;RG/18/13/33946;HHSN268201700002C;HHSN268201700001I;SP/09/002;UL1 RR025005;K24 HL152440;206194 ;R01 DK089174;R01 HL059367;U01 HG004402;HHSN268201700004I;HHSN268201700005C;HHSN268201700001C;HHSN268201700003C;HHSN268201700004C;Missing ID;HHSN268201700002I;HHSN268201700005I;Missing ID;R01 HL087641;HHSN268201700003I;RG/13/13/30194
33961016	MRC_;HL;HG	Medical Research Council;NHLBI NIH HHS;NHGRI NIH HHS	United Kingdom;United States	MC_PC_17228;R01 HL109946;R35 HL135824;T32 HG000040;MC_UU_00011/1;MC_UU_00007/10;MC_QA137853
34197840	DK	NIDDK NIH HHS	United States	R01 DK099165
34634379	Missing Acronym	Missing Agency	Missing Country	Missing ID
33967749	Missing Acronym	Missing Agency	Missing Country	Missing ID
34608871	Missing Acronym	Missing Agency	Missing Country	Missing ID
35079123	MRC_;WT_	Medical Research Council;Wellcome Trust	United Kingdom	MC_PC_17228;G08005009;MR/L010305/1;G0801418;MR/T04604X/1;MR/L023784/2;MC_QA137853;MR/T033371/1;203770;MR/P005748/1
34268393	Missing Acronym	Missing Agency	Missing Country	Missing ID
34861974	MH;MRC_;GM;MRF;OD;AA	NIMH NIH HHS;Medical Research Council;NIGMS NIH HHS;MRF;NIAAA NIH HHS	United States;United Kingdom	R01 MH121455;R01 MH104964;MR/L010305/1;R01 MH124873;T32 GM007347;R01 MH123451;MRF_C0396;R01 MH116269;S10 OD018522;MR/J000914/1;R01 AA027522;S10 OD026880
34620984	DE	NIDCR NIH HHS	United States	R01 DE022905
34518561	MRC_;DC	Medical Research Council;NIDCD NIH HHS	United Kingdom;United States	MC_PC_17228;MC_QA137853;R01 DC015444;R01 DC015010
34255042	MRC_	Medical Research Council	United Kingdom	MC_PC_17228;MC_QA137853
31206164	WT_;MRC_;MH	Wellcome Trust;Medical Research Council;NIMH NIH HHS	United Kingdom;United States	Missing ID;G0801418;G0800509;MR/P005748/1;R01 MH085801;U01 MH109514;MR/L023784/2;MR/L010305/1
34437536	CA	NCI NIH HHS	United States	R01 CA161608
34446935	TR;HD;HL;RR;MH;GM;HG;DA;AA;NS	NCATS NIH HHS;NICHD NIH HHS;NHLBI NIH HHS;NCRR NIH HHS;NIMH NIH HHS;NIGMS NIH HHS;NHGRI NIH HHS;NIDA NIH HHS;NIAAA NIH HHS;NINDS NIH HHS	United States	UL1 TR000445;P01 HD031921;U19 HL065962;R01 HD073342;S10 RR025141;RC2 MH089924;R01 HD083613;P50 GM115305;U01 HG006378;P50 DA037844;RC2 MH089983;R01 MH120219;R01 HD092548;R01 DA050721;R01 AA026281;R01 HD060726;R01 HD074711;P50 AA022537;K02 AA018755;RC2 GM092618;UL1 RR024975;R01 AA015416;R01 NS032830;U01 HG004798;U10 AA008401;UL1 TR002243
31732565	NS	NINDS NIH HHS	United States	R01 NS039512;R03 NS083468
35122707	Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym;Missing Acronym	National Natural Science Foundation of China;National Key Research and Development Program;Natural Science Foundation of Henan Province;Shanghai Municipal Commission of Science and Technology Research Project		81872525;81472873;31972880;2016YFC0905000;2016YFC0905001;182300410010;19JC1411000
33959723	WT_;MRC_	Wellcome Trust;Medical Research Council	United Kingdom	Missing ID;098565;MC_PC_17228;MC_QA137853
34220922	HL;CA	NHLBI NIH HHS;NCI NIH HHS	United States	R01 HL102278;R03 CA188733
31903547	MH;GF;AG;HL;WH;EB;AR;GM	NIMH NIH HHS;NIA NIH HHS;NHLBI NIH HHS;WHI NIH HHS;NIBIB NIH HHS;NIAMS NIH HHS;NIGMS NIH HHS	United States	R01 MH118695;R01 AR069055;R01 MH104680;U19 AG055373;N01HC25195;N01WH22110;R01 EB020407;R01 EB006841;N02HL64278;R01 AR041398;R01 GM109068;P01 AG018397
35232999	Missing Acronym	Missing Agency	Missing Country	Missing ID
